modality,signal,embedding_type,embedding_size,metric
visual,searching,random,16,0.3333333432674408
visual,searching,random,16,0.0
visual,searching,random,16,0.0
visual,searching,random,16,0.4444444477558136
visual,searching,random,16,0.0
visual,searching,random,16,0.0833333358168602
visual,searching,random,16,0.0
visual,searching,random,16,0.8666666746139526
visual,searching,random,16,0.171875
visual,searching,random,16,0.0
visual,searching,random,16,0.8218750059604645
visual,has_item,random,16,0.0
visual,has_item,random,16,0.0
visual,has_item,random,16,0.0
visual,has_item,random,16,0.3333333432674408
visual,has_item,random,16,0.0
visual,has_item,random,16,0.0
visual,has_item,random,16,0.0
visual,has_item,random,16,0.0
visual,has_item,random,16,0.4444444477558136
visual,has_item,random,16,0.0
visual,has_item,random,16,0.0
visual,has_information,random,16,0.3333333432674408
visual,has_information,random,16,0.0
visual,has_information,random,16,0.0
visual,has_information,random,16,0.3333333432674408
visual,has_information,random,16,0.0
visual,has_information,random,16,0.0
visual,has_information,random,16,0.0
visual,has_information,random,16,0.0
visual,has_information,random,16,0.0
visual,has_information,random,16,0.0
visual,has_information,random,16,0.3333333432674408
auditory,idle,contrastive+autoencoder,16,0.4444444477558136
auditory,idle,contrastive+autoencoder,16,0.5
auditory,idle,contrastive+autoencoder,16,0.0
auditory,idle,contrastive+autoencoder,16,0.0
auditory,idle,contrastive+autoencoder,16,1.0
auditory,idle,contrastive+autoencoder,16,1.0
auditory,idle,contrastive+autoencoder,16,0.0
auditory,idle,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,0.1111111119389534
auditory,searching,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,0.6666666865348816
auditory,searching,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,0.0
auditory,searching,contrastive+autoencoder,16,1.0
auditory,searching,contrastive+autoencoder,16,0.6666666865348816
auditory,has_item,contrastive+autoencoder,16,0.0
auditory,has_item,contrastive+autoencoder,16,0.0
auditory,has_item,contrastive+autoencoder,16,0.0
auditory,has_item,contrastive+autoencoder,16,0.8888888955116272
auditory,has_item,contrastive+autoencoder,16,0.2380952388048172
auditory,has_item,contrastive+autoencoder,16,0.0
auditory,has_item,contrastive+autoencoder,16,0.0
auditory,has_item,contrastive+autoencoder,16,0.3333333432674408
auditory,has_information,contrastive+autoencoder,16,0.0
auditory,has_information,contrastive+autoencoder,16,0.0
auditory,has_information,contrastive+autoencoder,16,1.0
auditory,has_information,contrastive+autoencoder,16,0.0
auditory,has_information,contrastive+autoencoder,16,0.0
auditory,has_information,contrastive+autoencoder,16,0.3333333432674408
auditory,has_information,contrastive+autoencoder,16,0.0
auditory,has_information,contrastive+autoencoder,16,1.0
auditory,idle,contrastive,16,0.1111111119389534
auditory,idle,contrastive,16,1.0
auditory,idle,contrastive,16,0.0
auditory,idle,contrastive,16,0.0
auditory,idle,contrastive,16,0.0
auditory,idle,contrastive,16,0.6666666865348816
auditory,idle,contrastive,16,0.3333333432674408
auditory,idle,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.2222222238779068
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,0.0
auditory,searching,contrastive,16,1.0
auditory,has_item,contrastive,16,0.0
auditory,has_item,contrastive,16,0.0
auditory,has_item,contrastive,16,0.0
auditory,has_item,contrastive,16,0.6666666865348816
auditory,has_item,contrastive,16,0.0
auditory,has_item,contrastive,16,0.0
auditory,has_item,contrastive,16,0.0
auditory,has_item,contrastive,16,1.0
auditory,has_information,contrastive,16,0.0
auditory,has_information,contrastive,16,0.0
auditory,has_information,contrastive,16,0.3333333432674408
auditory,has_information,contrastive,16,0.0
auditory,has_information,contrastive,16,0.0
auditory,has_information,contrastive,16,0.0
auditory,has_information,contrastive,16,0.0
auditory,has_information,contrastive,16,1.0
auditory,idle,autoencoder,16,0.2222222238779068
auditory,idle,autoencoder,16,0.1666666716337204
auditory,idle,autoencoder,16,0.0
auditory,idle,autoencoder,16,0.0
auditory,idle,autoencoder,16,1.0
auditory,idle,autoencoder,16,1.0
auditory,idle,autoencoder,16,0.0
auditory,idle,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.6666666865348816
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.0
auditory,searching,autoencoder,16,0.6666666865348816
auditory,has_item,autoencoder,16,0.0
auditory,has_item,autoencoder,16,0.0
auditory,has_item,autoencoder,16,0.0
auditory,has_item,autoencoder,16,0.8888888955116272
auditory,has_item,autoencoder,16,0.0
auditory,has_item,autoencoder,16,0.0
auditory,has_item,autoencoder,16,0.0
auditory,has_item,autoencoder,16,0.0
auditory,has_information,autoencoder,16,0.0
auditory,has_information,autoencoder,16,0.0
auditory,has_information,autoencoder,16,0.3333333432674408
auditory,has_information,autoencoder,16,0.0
auditory,has_information,autoencoder,16,0.0
auditory,has_information,autoencoder,16,0.3333333432674408
auditory,has_information,autoencoder,16,0.0
auditory,has_information,autoencoder,16,1.0
auditory,idle,random,16,0.1111111119389534
auditory,idle,random,16,0.3333333432674408
auditory,idle,random,16,0.0
auditory,idle,random,16,0.0
auditory,idle,random,16,1.0
auditory,idle,random,16,1.0
auditory,idle,random,16,0.0
auditory,idle,random,16,0.0
auditory,searching,random,16,0.0
auditory,searching,random,16,0.0
auditory,searching,random,16,0.2222222238779068
auditory,searching,random,16,0.0
auditory,searching,random,16,0.6666666865348816
auditory,searching,random,16,0.0
auditory,searching,random,16,0.0
auditory,searching,random,16,0.0
auditory,searching,random,16,1.0
auditory,searching,random,16,0.0
auditory,has_item,random,16,0.0
auditory,has_item,random,16,0.0
auditory,has_item,random,16,0.0
auditory,has_item,random,16,0.8888888955116272
auditory,has_item,random,16,0.190476194024086
auditory,has_item,random,16,0.0
auditory,has_item,random,16,0.0
auditory,has_item,random,16,0.0
auditory,has_information,random,16,0.0
auditory,has_information,random,16,0.0
auditory,has_information,random,16,1.0
auditory,has_information,random,16,0.0
auditory,has_information,random,16,0.0
auditory,has_information,random,16,0.3333333432674408
auditory,has_information,random,16,0.0
auditory,has_information,random,16,1.0
kinesthetic,idle,contrastive+autoencoder,16,0.0
kinesthetic,idle,contrastive+autoencoder,16,1.0
kinesthetic,idle,contrastive+autoencoder,16,0.0
kinesthetic,idle,contrastive+autoencoder,16,0.3333333432674408
kinesthetic,searching,contrastive+autoencoder,16,0.0
kinesthetic,searching,contrastive+autoencoder,16,0.0
kinesthetic,searching,contrastive+autoencoder,16,0.0
kinesthetic,searching,contrastive+autoencoder,16,0.0
kinesthetic,searching,contrastive+autoencoder,16,0.0
kinesthetic,searching,contrastive+autoencoder,16,0.6666666865348816
kinesthetic,searching,contrastive+autoencoder,16,0.3333333432674408
kinesthetic,searching,contrastive+autoencoder,16,1.0
kinesthetic,has_item,contrastive+autoencoder,16,0.0
kinesthetic,has_item,contrastive+autoencoder,16,0.1111111119389534
kinesthetic,has_item,contrastive+autoencoder,16,0.3333333432674408
kinesthetic,has_item,contrastive+autoencoder,16,0.1666666716337204
kinesthetic,has_item,contrastive+autoencoder,16,0.0
kinesthetic,has_item,contrastive+autoencoder,16,0.0
kinesthetic,has_item,contrastive+autoencoder,16,1.0
kinesthetic,has_item,contrastive+autoencoder,16,1.0
kinesthetic,has_item,contrastive+autoencoder,16,0.5555555820465088
kinesthetic,has_information,contrastive+autoencoder,16,0.0
kinesthetic,has_information,contrastive+autoencoder,16,0.0
kinesthetic,has_information,contrastive+autoencoder,16,0.0
kinesthetic,has_information,contrastive+autoencoder,16,0.3333333432674408
kinesthetic,has_information,contrastive+autoencoder,16,0.0
kinesthetic,has_information,contrastive+autoencoder,16,0.0
kinesthetic,idle,contrastive,16,0.3333333432674408
kinesthetic,idle,contrastive,16,0.0
kinesthetic,idle,contrastive,16,0.0
kinesthetic,idle,contrastive,16,1.0
kinesthetic,searching,contrastive,16,0.1666666716337204
kinesthetic,searching,contrastive,16,0.0
kinesthetic,searching,contrastive,16,0.0
kinesthetic,searching,contrastive,16,0.0
kinesthetic,searching,contrastive,16,0.0
kinesthetic,searching,contrastive,16,0.6666666865348816
kinesthetic,searching,contrastive,16,0.3333333432674408
kinesthetic,searching,contrastive,16,0.3333333432674408
kinesthetic,has_item,contrastive,16,0.0
kinesthetic,has_item,contrastive,16,0.2222222238779068
kinesthetic,has_item,contrastive,16,1.0
kinesthetic,has_item,contrastive,16,0.3333333432674408
kinesthetic,has_item,contrastive,16,0.0
kinesthetic,has_item,contrastive,16,0.0
kinesthetic,has_item,contrastive,16,1.0
kinesthetic,has_item,contrastive,16,1.0
kinesthetic,has_item,contrastive,16,0.0
kinesthetic,has_information,contrastive,16,0.0
kinesthetic,has_information,contrastive,16,0.0
kinesthetic,has_information,contrastive,16,0.0
kinesthetic,has_information,contrastive,16,0.3333333432674408
kinesthetic,has_information,contrastive,16,0.0
kinesthetic,has_information,contrastive,16,0.0
kinesthetic,idle,autoencoder,16,0.0
kinesthetic,idle,autoencoder,16,1.0
kinesthetic,idle,autoencoder,16,0.0
kinesthetic,idle,autoencoder,16,1.0
kinesthetic,searching,autoencoder,16,0.0
kinesthetic,searching,autoencoder,16,0.0
kinesthetic,searching,autoencoder,16,0.0
kinesthetic,searching,autoencoder,16,1.0
kinesthetic,searching,autoencoder,16,0.0
kinesthetic,searching,autoencoder,16,0.3333333432674408
kinesthetic,searching,autoencoder,16,0.0
kinesthetic,searching,autoencoder,16,1.0
kinesthetic,has_item,autoencoder,16,0.0
kinesthetic,has_item,autoencoder,16,0.0
kinesthetic,has_item,autoencoder,16,0.3333333432674408
kinesthetic,has_item,autoencoder,16,0.0
kinesthetic,has_item,autoencoder,16,0.0
kinesthetic,has_item,autoencoder,16,0.5
kinesthetic,has_item,autoencoder,16,1.0
kinesthetic,has_item,autoencoder,16,1.0
kinesthetic,has_item,autoencoder,16,0.5555555820465088
kinesthetic,has_information,autoencoder,16,0.0
kinesthetic,has_information,autoencoder,16,0.0
kinesthetic,has_information,autoencoder,16,0.0
kinesthetic,has_information,autoencoder,16,0.3333333432674408
kinesthetic,has_information,autoencoder,16,0.0
kinesthetic,has_information,autoencoder,16,0.0
kinesthetic,idle,random,16,1.0
kinesthetic,idle,random,16,1.0
kinesthetic,idle,random,16,0.0
kinesthetic,idle,random,16,1.0
kinesthetic,searching,random,16,0.0
kinesthetic,searching,random,16,0.0
kinesthetic,searching,random,16,0.0
kinesthetic,searching,random,16,0.3333333432674408
kinesthetic,searching,random,16,0.0
kinesthetic,searching,random,16,0.3333333432674408
kinesthetic,searching,random,16,0.3333333432674408
kinesthetic,searching,random,16,1.0
kinesthetic,has_item,random,16,0.0
kinesthetic,has_item,random,16,0.1111111119389534
kinesthetic,has_item,random,16,0.3333333432674408
kinesthetic,has_item,random,16,0.1666666716337204
kinesthetic,has_item,random,16,0.0
kinesthetic,has_item,random,16,0.1666666716337204
kinesthetic,has_item,random,16,1.0
kinesthetic,has_item,random,16,1.0
kinesthetic,has_item,random,16,0.0
kinesthetic,has_information,random,16,0.0
kinesthetic,has_information,random,16,0.0
kinesthetic,has_information,random,16,0.0
kinesthetic,has_information,random,16,0.3333333432674408
kinesthetic,has_information,random,16,0.0
kinesthetic,has_information,random,16,1.0
