modality,signal,embedding_type,embedding_size,metric
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,0.0
auditory,has_information,contrastive+autoencoder,32,0.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,has_information,contrastive+autoencoder,32,0.5
auditory,has_information,contrastive+autoencoder,32,1.0
auditory,idle,contrastive,32,0.0
auditory,idle,contrastive,32,1.0
auditory,idle,contrastive,32,1.0
auditory,idle,contrastive,32,0.9411764740943908
auditory,idle,contrastive,32,0.6666666865348816
auditory,idle,contrastive,32,0.0
auditory,idle,contrastive,32,1.0
auditory,idle,contrastive,32,1.0
auditory,searching,contrastive,32,0.6666666865348816
auditory,searching,contrastive,32,0.9473684430122375
auditory,searching,contrastive,32,0.3333333432674408
auditory,searching,contrastive,32,0.0
auditory,searching,contrastive,32,0.0
auditory,searching,contrastive,32,0.0
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,1.0
auditory,searching,contrastive,32,0.5
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,0.0
auditory,has_item,contrastive,32,0.0
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,1.0
auditory,has_item,contrastive,32,0.0
auditory,has_item,contrastive,32,0.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,1.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,0.0
auditory,has_information,contrastive,32,1.0
auditory,idle,autoencoder,32,0.0
auditory,idle,autoencoder,32,0.0
auditory,idle,autoencoder,32,1.0
auditory,idle,autoencoder,32,0.9411764740943908
auditory,idle,autoencoder,32,0.6666666865348816
auditory,idle,autoencoder,32,0.0
auditory,idle,autoencoder,32,1.0
auditory,idle,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.6666666865348816
auditory,searching,autoencoder,32,0.9473684430122375
auditory,searching,autoencoder,32,0.0
auditory,searching,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.0
auditory,searching,autoencoder,32,0.6666666865348816
auditory,searching,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.5
auditory,searching,autoencoder,32,1.0
auditory,searching,autoencoder,32,0.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,0.5
auditory,has_item,autoencoder,32,0.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,1.0
auditory,has_item,autoencoder,32,0.0
auditory,has_item,autoencoder,32,1.0
auditory,has_information,autoencoder,32,0.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,0.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,1.0
auditory,has_information,autoencoder,32,0.0
auditory,has_information,autoencoder,32,1.0
auditory,idle,random,32,0.6666666865348816
auditory,idle,random,32,0.0
auditory,idle,random,32,1.0
auditory,idle,random,32,0.9411764740943908
auditory,idle,random,32,0.3333333432674408
auditory,idle,random,32,0.0
auditory,idle,random,32,1.0
auditory,idle,random,32,1.0
auditory,searching,random,32,0.6666666865348816
auditory,searching,random,32,0.9473684430122375
auditory,searching,random,32,0.6666666865348816
auditory,searching,random,32,1.0
auditory,searching,random,32,1.0
auditory,searching,random,32,0.3333333432674408
auditory,searching,random,32,1.0
auditory,searching,random,32,0.5
auditory,searching,random,32,1.0
auditory,searching,random,32,0.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,0.5
auditory,has_item,random,32,0.3333333432674408
auditory,has_item,random,32,1.0
auditory,has_item,random,32,1.0
auditory,has_item,random,32,0.0
auditory,has_item,random,32,1.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,1.0
auditory,has_information,random,32,0.0
auditory,has_information,random,32,1.0
kinesthetic,idle,contrastive+autoencoder,32,0.0
kinesthetic,idle,contrastive+autoencoder,32,1.0
kinesthetic,idle,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,idle,contrastive+autoencoder,32,0.0
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,0.5
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,1.0
kinesthetic,searching,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,has_item,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,0.0
kinesthetic,has_item,contrastive+autoencoder,32,1.0
kinesthetic,has_item,contrastive+autoencoder,32,0.5
kinesthetic,has_item,contrastive+autoencoder,32,1.0
kinesthetic,has_item,contrastive+autoencoder,32,1.0
kinesthetic,has_item,contrastive+autoencoder,32,0.6666666865348816
kinesthetic,has_information,contrastive+autoencoder,32,0.0
kinesthetic,has_information,contrastive+autoencoder,32,0.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,has_information,contrastive+autoencoder,32,1.0
kinesthetic,idle,contrastive,32,0.0
kinesthetic,idle,contrastive,32,0.0
kinesthetic,idle,contrastive,32,0.6666666865348816
kinesthetic,idle,contrastive,32,0.0
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,0.6666666865348816
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,0.0
kinesthetic,searching,contrastive,32,0.5
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,1.0
kinesthetic,searching,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,0.0
kinesthetic,has_item,contrastive,32,0.6666666865348816
kinesthetic,has_item,contrastive,32,0.0
kinesthetic,has_item,contrastive,32,0.0
kinesthetic,has_item,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,0.5
kinesthetic,has_item,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,1.0
kinesthetic,has_item,contrastive,32,0.6666666865348816
kinesthetic,has_information,contrastive,32,0.0
kinesthetic,has_information,contrastive,32,0.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,has_information,contrastive,32,1.0
kinesthetic,idle,autoencoder,32,0.0
kinesthetic,idle,autoencoder,32,0.0
kinesthetic,idle,autoencoder,32,0.6666666865348816
kinesthetic,idle,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,1.0
kinesthetic,searching,autoencoder,32,0.6666666865348816
kinesthetic,searching,autoencoder,32,1.0
kinesthetic,searching,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,0.5
kinesthetic,searching,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,0.0
kinesthetic,searching,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,0.3333333432674408
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,0.0
kinesthetic,has_item,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,1.0
kinesthetic,has_item,autoencoder,32,0.6666666865348816
kinesthetic,has_information,autoencoder,32,0.0
kinesthetic,has_information,autoencoder,32,0.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,has_information,autoencoder,32,1.0
kinesthetic,idle,random,32,0.0
kinesthetic,idle,random,32,0.0
kinesthetic,idle,random,32,0.6666666865348816
kinesthetic,idle,random,32,0.0
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,0.6666666865348816
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,0.0
kinesthetic,searching,random,32,0.5
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,1.0
kinesthetic,searching,random,32,1.0
kinesthetic,has_item,random,32,0.0
kinesthetic,has_item,random,32,0.3333333432674408
kinesthetic,has_item,random,32,1.0
kinesthetic,has_item,random,32,0.0
kinesthetic,has_item,random,32,1.0
kinesthetic,has_item,random,32,0.5
kinesthetic,has_item,random,32,0.0
kinesthetic,has_item,random,32,1.0
kinesthetic,has_item,random,32,0.6666666865348816
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,0.0
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,1.0
kinesthetic,has_information,random,32,1.0
